InvoiceNo,StockCode,Description,Quantity,InvoiceDate,InvoiceTime,UnitPrice,CustomerID,Revenue,TotalCartRevenue,TotalCartSize
566219,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/25/16,15:51,0.55,17426,13.2,76.35,45
566219,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/25/16,15:51,2.95,17426,17.7,76.35,45
566227,21080,SET/20 DOLPHIN PAPER NAPKINS ,96,9/27/16,10:42,0.72,14258,69.12,69.12,96
566230,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/27/16,10:57,0.55,15159,13.2,13.2,24
566233,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/27/16,11:04,4.95,12635,14.85,14.85,3
566234,21175,SEEYA LATER ALLIGATOR METAL SIGN,2,9/27/16,11:08,2.55,15035,5.1,5.1,2
566236,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/27/16,11:19,12.75,16384,25.5,25.5,2
566238,23203,FARM ANIMAL DOILEY PATTERNS,1,9/27/16,11:24,2.08,17377,2.08,2.08,1
566239,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/27/16,11:26,2.55,14665,30.6,30.6,12
566240,85099B,JUMBO BAG RED FOX,1,9/27/16,11:29,2.08,14508,2.08,15.68,3
566240,21080,SET/20 DOLPHIN PAPER NAPKINS ,1,9/27/16,11:29,0.85,14508,0.85,15.68,3
566240,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/27/16,11:29,12.75,14508,12.75,15.68,3
566247,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,32,9/27/16,12:03,4.25,16107,136,235,52
566247,47566,OWL PARTY BUNTING,20,9/27/16,12:03,4.95,16107,99,235,52
566248,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/27/16,12:06,4.95,13272,14.85,14.85,3
566254,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/27/16,12:16,4.25,13993,25.5,25.5,6
566255,22423,REGENCY CAKESTAND 3 TIER RHINO,16,9/27/16,12:23,10.95,13324,175.2,175.2,16
566257,22423,REGENCY CAKESTAND 3 TIER RHINO,32,9/27/16,12:34,10.95,13324,350.4,350.4,32
566258,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/27/16,12:45,1.65,13124,16.5,60.99,16
566258,22423,REGENCY CAKESTAND 3 TIER RHINO,3,9/27/16,12:45,12.75,13124,38.25,60.99,16
566258,23203,FARM ANIMAL DOILEY PATTERNS,3,9/27/16,12:45,2.08,13124,6.24,60.99,16
566259,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,120,9/27/16,12:45,2.55,17317,306,306,120
566260,21212,PACK OF 72 LADYBUG CAKE CASES,120,9/27/16,12:45,0.42,14212,50.4,50.4,120
566261,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/27/16,12:46,4.95,13372,14.85,27.6,4
566261,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/27/16,12:46,12.75,13372,12.75,27.6,4
566262,85099B,JUMBO BAG RED FOX,30,9/27/16,12:56,2.08,15527,62.4,138.9,36
566262,22423,REGENCY CAKESTAND 3 TIER RHINO,6,9/27/16,12:56,12.75,15527,76.5,138.9,36
566266,47566,OWL PARTY BUNTING,2,9/27/16,13:22,4.95,17299,9.9,9.9,2
566267,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/27/16,13:32,0.55,12647,13.2,13.2,24
566270,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/27/16,13:40,2.95,16523,17.7,17.7,6
566271,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/27/16,13:44,2.55,14250,30.6,88.65,27
566271,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/27/16,13:44,4.95,14250,14.85,88.65,27
566271,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/27/16,13:44,4.25,14250,25.5,88.65,27
566271,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/27/16,13:44,2.95,14250,17.7,88.65,27
566273,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/27/16,13:56,4.95,14720,14.85,14.85,3
566274,21080,SET/20 DOLPHIN PAPER NAPKINS ,1,9/27/16,13:58,0.85,13884,0.85,11.05,5
566274,21175,SEEYA LATER ALLIGATOR METAL SIGN,4,9/27/16,13:58,2.55,13884,10.2,11.05,5
566278,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/27/16,14:05,12.75,13614,12.75,30.45,7
566278,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/27/16,14:05,2.95,13614,17.7,30.45,7
566279,47566,OWL PARTY BUNTING,2,9/27/16,14:09,4.95,14432,9.9,9.9,2
566281,22910,JIGSAW PUPPY AND BIRDHOUSE,10,9/27/16,14:15,2.95,12748,29.5,119.28,43
566281,21175,SEEYA LATER ALLIGATOR METAL SIGN,5,9/27/16,14:15,2.55,12748,12.75,119.28,43
566281,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,15,9/27/16,14:15,2.95,12748,44.25,119.28,43
566281,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,2,9/27/16,14:15,4.95,12748,9.9,119.28,43
566281,23203,FARM ANIMAL DOILEY PATTERNS,11,9/27/16,14:15,2.08,12748,22.88,119.28,43
566282,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,40,9/27/16,14:29,2.55,15782,102,102,40
566283,84596B,TIGER MIX DESIGN ORANGE BOWL,8,9/27/16,14:34,0.42,17838,3.36,20.36,12
566283,22960,JAM MAKING SET WITH JARS BALD EAGLE,4,9/27/16,14:34,4.25,17838,17,20.36,12
566284,23203,FARM ANIMAL DOILEY PATTERNS,10,9/27/16,14:49,2.08,14825,20.8,77,32
566284,85099B,JUMBO BAG RED FOX,10,9/27/16,14:49,2.08,14825,20.8,77,32
566284,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,12,9/27/16,14:49,2.95,14825,35.4,77,32
566286,85099B,JUMBO BAG RED FOX,10,9/27/16,14:58,2.08,14057,20.8,20.8,10
566287,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/27/16,15:11,12.75,17218,12.75,12.75,1
566288,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/27/16,15:18,4.95,12883,14.85,14.85,3
566290,47566,OWL PARTY BUNTING,1,9/27/16,15:24,4.95,14456,4.95,16.62,8
566290,85099B,JUMBO BAG RED FOX,2,9/27/16,15:24,2.08,14456,4.16,16.62,8
566290,23203,FARM ANIMAL DOILEY PATTERNS,2,9/27/16,15:24,2.08,14456,4.16,16.62,8
566290,22382,LUNCH BAG SPACECHIMP DESIGN ,1,9/27/16,15:24,1.65,14456,1.65,16.62,8
566290,21080,SET/20 DOLPHIN PAPER NAPKINS ,2,9/27/16,15:24,0.85,14456,1.7,16.62,8
566291,21175,SEEYA LATER ALLIGATOR METAL SIGN,1,9/27/16,15:31,2.55,12965,2.55,12.45,3
566291,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,2,9/27/16,15:31,4.95,12965,9.9,12.45,3
566292,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,6,9/27/16,15:35,4.95,13381,29.7,29.7,6
566294,47566,OWL PARTY BUNTING,2,9/27/16,15:41,4.95,15533,9.9,9.9,2
566295,84596B,TIGER MIX DESIGN ORANGE BOWL,48,9/27/16,15:44,0.42,15547,20.16,30.24,72
566295,84596F,STARFISH SOAP DISH,24,9/27/16,15:44,0.42,15547,10.08,30.24,72
566298,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/27/16,15:52,12.75,14030,12.75,12.75,1
566299,22910,JIGSAW PUPPY AND BIRDHOUSE,12,9/27/16,15:59,2.95,16871,35.4,70.8,24
566299,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,12,9/27/16,15:59,2.95,16871,35.4,70.8,24
566300,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/27/16,16:05,2.55,18215,30.6,30.6,12
566301,22960,JAM MAKING SET WITH JARS BALD EAGLE,1,9/27/16,16:06,4.25,16474,4.25,4.25,1
566304,22577,WOODEN HEART PAWPRINT,12,9/28/16,9:03,0.85,18158,10.2,31,22
566304,85099B,JUMBO BAG RED FOX,10,9/28/16,9:03,2.08,18158,20.8,31,22
566305,23203,FARM ANIMAL DOILEY PATTERNS,10,9/28/16,9:26,2.08,14110,20.8,20.8,10
566307,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/28/16,9:37,2.95,14307,17.7,17.7,6
566308,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/28/16,9:38,12.75,15865,25.5,25.5,2
566312,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/28/16,9:43,4.95,16150,14.85,14.85,3
566317,23203,FARM ANIMAL DOILEY PATTERNS,10,9/28/16,10:19,2.08,13375,20.8,191.65,65
566317,22423,REGENCY CAKESTAND 3 TIER RHINO,3,9/28/16,10:19,12.75,13375,38.25,191.65,65
566317,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/28/16,10:19,2.55,13375,30.6,191.65,65
566317,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,40,9/28/16,10:19,2.55,13375,102,191.65,65
566318,85099B,JUMBO BAG RED FOX,10,9/28/16,10:47,2.08,15971,20.8,20.8,10
566319,22423,REGENCY CAKESTAND 3 TIER RHINO,6,9/28/16,11:25,12.75,13431,76.5,147.3,30
566319,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,24,9/28/16,11:25,2.95,13431,70.8,147.3,30
566320,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/28/16,11:41,2.95,13983,17.7,17.7,6
566326,22423,REGENCY CAKESTAND 3 TIER RHINO,16,9/28/16,12:11,10.95,16211,175.2,230.4,28
566326,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,6,9/28/16,12:11,4.95,16211,29.7,230.4,28
566326,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/28/16,12:11,4.25,16211,25.5,230.4,28
566334,21080,SET/20 DOLPHIN PAPER NAPKINS ,96,9/28/16,12:24,0.72,13798,69.12,69.12,96
566345,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,3,9/28/16,12:27,2.95,17685,8.85,40.1,18
566345,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/28/16,12:27,1.65,17685,16.5,40.1,18
566345,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,5,9/28/16,12:27,2.95,17685,14.75,40.1,18
566393,47566,OWL PARTY BUNTING,10,9/28/16,12:45,4.95,13269,49.5,49.5,10
566394,23203,FARM ANIMAL DOILEY PATTERNS,10,9/28/16,12:45,2.08,13650,20.8,20.8,10
566395,22423,REGENCY CAKESTAND 3 TIER RHINO,16,9/28/16,12:48,10.95,14952,175.2,175.2,16
566396,22423,REGENCY CAKESTAND 3 TIER RHINO,6,9/28/16,12:51,12.75,14292,76.5,76.5,6
566397,21080,SET/20 DOLPHIN PAPER NAPKINS ,1,9/28/16,12:54,0.85,17811,0.85,0.85,1
566398,85099B,JUMBO BAG RED FOX,10,9/28/16,13:10,2.08,12884,20.8,20.8,10
566400,22577,WOODEN HEART PAWPRINT,12,9/28/16,13:16,0.85,17139,10.2,162.5,58
566400,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/28/16,13:16,2.95,17139,17.7,162.5,58
566400,23203,FARM ANIMAL DOILEY PATTERNS,10,9/28/16,13:16,2.08,17139,20.8,162.5,58
566400,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/28/16,13:16,1.65,17139,16.5,162.5,58
566400,85099B,JUMBO BAG RED FOX,10,9/28/16,13:16,2.08,17139,20.8,162.5,58
566400,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/28/16,13:16,4.25,17139,25.5,162.5,58
566400,22423,REGENCY CAKESTAND 3 TIER RHINO,4,9/28/16,13:16,12.75,17139,51,162.5,58
566403,47566,OWL PARTY BUNTING,4,9/28/16,13:38,4.95,16985,19.8,19.8,4
566405,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,24,9/28/16,13:41,2.95,17919,70.8,141.6,48
566405,22910,JIGSAW PUPPY AND BIRDHOUSE,24,9/28/16,13:41,2.95,17919,70.8,141.6,48
566408,47566,OWL PARTY BUNTING,2,9/28/16,13:43,4.95,16984,9.9,48.15,5
566408,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/28/16,13:43,12.75,16984,25.5,48.15,5
566408,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/28/16,13:43,12.75,16984,12.75,48.15,5
566420,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,2,9/28/16,13:50,2.95,16360,5.9,11.8,4
566420,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,2,9/28/16,13:50,2.95,16360,5.9,11.8,4
566424,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/28/16,14:15,1.65,13309,16.5,16.5,10
566425,85099B,JUMBO BAG RED FOX,20,9/28/16,14:22,2.08,16458,41.6,41.6,20
566431,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/28/16,14:39,2.95,18180,17.7,35.4,12
566431,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/28/16,14:39,2.95,18180,17.7,35.4,12
566438,47566,OWL PARTY BUNTING,2,9/28/16,15:14,4.95,15996,9.9,9.9,2
566440,85099B,JUMBO BAG RED FOX,10,9/28/16,15:19,2.08,15755,20.8,20.8,10
566441,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/28/16,15:23,4.95,17719,14.85,14.85,3
566444,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/28/16,15:32,4.95,14020,14.85,14.85,3
566450,23203,FARM ANIMAL DOILEY PATTERNS,10,9/28/16,16:12,2.08,15673,20.8,20.8,10
566451,23203,FARM ANIMAL DOILEY PATTERNS,1,9/28/16,16:14,2.08,18069,2.08,6.24,3
566451,85099B,JUMBO BAG RED FOX,2,9/28/16,16:14,2.08,18069,4.16,6.24,3
566477,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/29/16,9:03,12.75,14359,12.75,12.75,1
566480,84596B,TIGER MIX DESIGN ORANGE BOWL,16,9/29/16,9:17,0.42,16451,6.72,24.42,22
566480,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/29/16,9:17,2.95,16451,17.7,24.42,22
566482,85099B,JUMBO BAG RED FOX,10,9/29/16,9:43,2.08,16609,20.8,78.9,40
566482,23203,FARM ANIMAL DOILEY PATTERNS,20,9/29/16,9:43,2.08,16609,41.6,78.9,40
566482,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/29/16,9:43,1.65,16609,16.5,78.9,40
566484,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/29/16,9:48,0.55,13880,13.2,13.2,24
566487,21212,PACK OF 72 LADYBUG CAKE CASES,120,9/29/16,10:03,0.42,16422,50.4,50.4,120
566488,22423,REGENCY CAKESTAND 3 TIER RHINO,4,9/29/16,10:16,12.75,12940,51,70.8,8
566488,47566,OWL PARTY BUNTING,4,9/29/16,10:16,4.95,12940,19.8,70.8,8
566489,22910,JIGSAW PUPPY AND BIRDHOUSE,1,9/29/16,10:17,2.95,16814,2.95,22.75,5
566489,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,4,9/29/16,10:17,4.95,16814,19.8,22.75,5
566495,21212,PACK OF 72 LADYBUG CAKE CASES,3,9/29/16,11:14,0.55,15529,1.65,13.23,13
566495,84596B,TIGER MIX DESIGN ORANGE BOWL,4,9/29/16,11:14,0.42,15529,1.68,13.23,13
566495,22382,LUNCH BAG SPACECHIMP DESIGN ,6,9/29/16,11:14,1.65,15529,9.9,13.23,13
566518,85099B,JUMBO BAG RED FOX,2,9/29/16,11:24,2.08,17779,4.16,4.16,2
566520,47566,OWL PARTY BUNTING,2,9/29/16,11:26,4.95,17757,9.9,9.9,2
566537,22423,REGENCY CAKESTAND 3 TIER RHINO,6,9/29/16,11:34,12.75,13767,76.5,76.5,6
566539,22382,LUNCH BAG SPACECHIMP DESIGN ,2,9/29/16,11:34,1.65,17228,3.3,3.3,2
566554,23203,FARM ANIMAL DOILEY PATTERNS,20,9/29/16,11:39,2.08,13136,41.6,143,40
566554,22423,REGENCY CAKESTAND 3 TIER RHINO,4,9/29/16,11:39,12.75,13136,51,143,40
566554,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/29/16,11:39,2.55,13136,30.6,143,40
566554,47566,OWL PARTY BUNTING,4,9/29/16,11:39,4.95,13136,19.8,143,40
566557,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,120,9/29/16,11:47,2.55,14646,306,441,156
566557,22960,JAM MAKING SET WITH JARS BALD EAGLE,36,9/29/16,11:47,3.75,14646,135,441,156
566559,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/29/16,11:52,12.75,18044,25.5,25.5,2
566560,23203,FARM ANIMAL DOILEY PATTERNS,8,9/29/16,12:09,2.08,17092,16.64,16.64,8
566561,85099B,JUMBO BAG RED FOX,10,9/29/16,12:13,2.08,18145,20.8,110.35,59
566561,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/29/16,12:13,1.65,18145,16.5,110.35,59
566561,22960,JAM MAKING SET WITH JARS BALD EAGLE,12,9/29/16,12:13,3.75,18145,45,110.35,59
566561,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/29/16,12:13,4.95,18145,14.85,110.35,59
566561,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/29/16,12:13,0.55,18145,13.2,110.35,59
566562,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/29/16,12:18,2.95,17365,17.7,17.7,6
566564,22382,LUNCH BAG SPACECHIMP DESIGN ,2,9/29/16,12:26,1.65,15522,3.3,3.3,2
566566,22960,JAM MAKING SET WITH JARS BALD EAGLE,1,9/29/16,12:32,8.29,14096,8.29,26.51,11
566566,84596B,TIGER MIX DESIGN ORANGE BOWL,3,9/29/16,12:32,0.83,14096,2.49,26.51,11
566566,84596F,STARFISH SOAP DISH,5,9/29/16,12:32,0.83,14096,4.15,26.51,11
566566,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,2,9/29/16,12:32,5.79,14096,11.58,26.51,11
566567,23203,FARM ANIMAL DOILEY PATTERNS,10,9/29/16,12:37,2.08,16161,20.8,31,22
566567,22577,WOODEN HEART PAWPRINT,12,9/29/16,12:37,0.85,16161,10.2,31,22
566571,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/29/16,12:49,4.25,17037,25.5,130.25,47
566571,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/29/16,12:49,4.95,17037,14.85,130.25,47
566571,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/29/16,12:49,2.95,17037,17.7,130.25,47
566571,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/29/16,12:49,2.55,17037,30.6,130.25,47
566571,23203,FARM ANIMAL DOILEY PATTERNS,10,9/29/16,12:49,2.08,17037,20.8,130.25,47
566571,85099B,JUMBO BAG RED FOX,10,9/29/16,12:49,2.08,17037,20.8,130.25,47
566575,47566,OWL PARTY BUNTING,50,9/29/16,13:15,4.15,17133,207.5,207.5,50
566576,85099B,JUMBO BAG RED FOX,100,9/29/16,13:21,1.79,13098,179,708.4,232
566576,23203,FARM ANIMAL DOILEY PATTERNS,100,9/29/16,13:21,1.79,13098,179,708.4,232
566576,22423,REGENCY CAKESTAND 3 TIER RHINO,32,9/29/16,13:21,10.95,13098,350.4,708.4,232
566580,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,12,9/29/16,13:46,2.95,12822,35.4,35.4,12
566581,22910,JIGSAW PUPPY AND BIRDHOUSE,2,9/29/16,13:47,2.95,16081,5.9,54.3,30
566581,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,2,9/29/16,13:47,2.95,16081,5.9,54.3,30
566581,21175,SEEYA LATER ALLIGATOR METAL SIGN,5,9/29/16,13:47,2.55,16081,12.75,54.3,30
566581,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/29/16,13:47,12.75,16081,12.75,54.3,30
566581,22577,WOODEN HEART PAWPRINT,20,9/29/16,13:47,0.85,16081,17,54.3,30
566583,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/29/16,13:55,12.75,15343,25.5,25.5,2
566585,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/29/16,14:06,12.75,16409,12.75,43.35,13
566585,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/29/16,14:06,2.55,16409,30.6,43.35,13
566589,85099B,JUMBO BAG RED FOX,10,9/29/16,14:50,2.08,14753,20.8,56.2,22
566589,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,12,9/29/16,14:50,2.95,14753,35.4,56.2,22
566591,23203,FARM ANIMAL DOILEY PATTERNS,10,9/29/16,14:53,2.08,16036,20.8,20.8,10
566595,21212,PACK OF 72 LADYBUG CAKE CASES,600,9/29/16,15:03,0.42,18251,252,252,600
566599,22382,LUNCH BAG SPACECHIMP DESIGN ,2,9/29/16,15:37,1.65,15998,3.3,35.6,12
566599,21080,SET/20 DOLPHIN PAPER NAPKINS ,8,9/29/16,15:37,0.85,15998,6.8,35.6,12
566599,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/29/16,15:37,12.75,15998,25.5,35.6,12
566600,47566,OWL PARTY BUNTING,8,9/29/16,15:41,4.95,13704,39.6,52.8,32
566600,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/29/16,15:41,0.55,13704,13.2,52.8,32
566601,85099B,JUMBO BAG RED FOX,1,9/29/16,15:57,2.08,16469,2.08,14.83,2
566601,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/29/16,15:57,12.75,16469,12.75,14.83,2
566604,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,3,9/29/16,16:26,2.95,16279,8.85,38.5,16
566604,22910,JIGSAW PUPPY AND BIRDHOUSE,3,9/29/16,16:26,2.95,16279,8.85,38.5,16
566604,23203,FARM ANIMAL DOILEY PATTERNS,10,9/29/16,16:26,2.08,16279,20.8,38.5,16
566605,84596F,STARFISH SOAP DISH,2,9/29/16,16:27,0.42,13263,0.84,10.08,8
566605,84596B,TIGER MIX DESIGN ORANGE BOWL,2,9/29/16,16:27,0.42,13263,0.84,10.08,8
566605,22382,LUNCH BAG SPACECHIMP DESIGN ,2,9/29/16,16:27,1.65,13263,3.3,10.08,8
566605,21175,SEEYA LATER ALLIGATOR METAL SIGN,2,9/29/16,16:27,2.55,13263,5.1,10.08,8
566607,21080,SET/20 DOLPHIN PAPER NAPKINS ,20,9/29/16,16:40,0.85,13032,17,31.85,23
566607,47566,OWL PARTY BUNTING,3,9/29/16,16:40,4.95,13032,14.85,31.85,23
566612,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,8,9/29/16,17:16,2.95,16229,23.6,23.6,8
566616,47566,OWL PARTY BUNTING,4,9/30/16,8:35,4.95,12895,19.8,33,28
566616,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/30/16,8:35,0.55,12895,13.2,33,28
566617,22423,REGENCY CAKESTAND 3 TIER RHINO,16,9/30/16,9:11,10.95,18092,175.2,175.2,16
566624,47566,OWL PARTY BUNTING,8,9/30/16,9:36,4.95,17315,39.6,39.6,8
566627,22382,LUNCH BAG SPACECHIMP DESIGN ,20,9/30/16,10:28,1.65,18229,33,33,20
566629,23203,FARM ANIMAL DOILEY PATTERNS,20,9/30/16,10:32,2.08,15622,41.6,77,32
566629,22910,JIGSAW PUPPY AND BIRDHOUSE,12,9/30/16,10:32,2.95,15622,35.4,77,32
566630,22577,WOODEN HEART PAWPRINT,12,9/30/16,10:33,0.85,12971,10.2,10.2,12
566634,21175,SEEYA LATER ALLIGATOR METAL SIGN,48,9/30/16,10:42,2.08,13183,99.84,99.84,48
566647,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,1,9/30/16,11:21,2.95,18001,2.95,4.35,3
566647,21212,PACK OF 72 LADYBUG CAKE CASES,1,9/30/16,11:21,0.55,18001,0.55,4.35,3
566647,21080,SET/20 DOLPHIN PAPER NAPKINS ,1,9/30/16,11:21,0.85,18001,0.85,4.35,3
566648,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/30/16,11:25,2.95,14198,17.7,35.4,12
566648,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/30/16,11:25,2.95,14198,17.7,35.4,12
566649,21175,SEEYA LATER ALLIGATOR METAL SIGN,24,9/30/16,11:26,2.55,18173,61.2,132,48
566649,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,12,9/30/16,11:26,2.95,18173,35.4,132,48
566649,22910,JIGSAW PUPPY AND BIRDHOUSE,12,9/30/16,11:26,2.95,18173,35.4,132,48
566669,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/30/16,11:36,2.95,18065,17.7,34.2,16
566669,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/30/16,11:36,1.65,18065,16.5,34.2,16
566674,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/30/16,11:41,2.95,15105,17.7,43.2,12
566674,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/30/16,11:41,4.25,15105,25.5,43.2,12
566708,22910,JIGSAW PUPPY AND BIRDHOUSE,40,9/30/16,11:55,2.55,13078,102,102,40
566713,22960,JAM MAKING SET WITH JARS BALD EAGLE,12,9/30/16,12:05,3.75,15933,45,64.8,16
566713,47566,OWL PARTY BUNTING,4,9/30/16,12:05,4.95,15933,19.8,64.8,16
566720,22423,REGENCY CAKESTAND 3 TIER RHINO,4,9/30/16,12:42,12.75,13634,51,58.18,7
566720,21175,SEEYA LATER ALLIGATOR METAL SIGN,2,9/30/16,12:42,2.55,13634,5.1,58.18,7
566720,85099B,JUMBO BAG RED FOX,1,9/30/16,12:42,2.08,13634,2.08,58.18,7
566721,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/30/16,12:50,2.95,12921,17.7,17.7,6
566722,22960,JAM MAKING SET WITH JARS BALD EAGLE,12,9/30/16,12:51,3.75,13408,45,45,12
566724,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/30/16,13:04,4.25,14284,25.5,43.2,12
566724,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/30/16,13:04,2.95,14284,17.7,43.2,12
566731,47566,OWL PARTY BUNTING,1,9/30/16,13:37,4.95,17883,4.95,4.95,1
566732,23203,FARM ANIMAL DOILEY PATTERNS,10,9/30/16,13:42,2.08,17716,20.8,56.2,22
566732,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,12,9/30/16,13:42,2.95,17716,35.4,56.2,22
566733,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/30/16,13:54,4.25,15103,25.5,55.2,12
566733,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,6,9/30/16,13:54,4.95,15103,29.7,55.2,12
566734,21212,PACK OF 72 LADYBUG CAKE CASES,1,9/30/16,14:09,0.55,16910,0.55,4.8,2
566734,22960,JAM MAKING SET WITH JARS BALD EAGLE,1,9/30/16,14:09,4.25,16910,4.25,4.8,2
566735,21212,PACK OF 72 LADYBUG CAKE CASES,4,9/30/16,14:19,0.55,15707,2.2,2.2,4
566736,21080,SET/20 DOLPHIN PAPER NAPKINS ,24,9/30/16,14:19,0.85,12726,20.4,20.4,24
566738,47566,OWL PARTY BUNTING,8,9/30/16,14:28,4.95,14110,39.6,39.6,8
566740,84596B,TIGER MIX DESIGN ORANGE BOWL,16,9/30/16,14:34,0.42,17033,6.72,13.44,32
566740,84596F,STARFISH SOAP DISH,16,9/30/16,14:34,0.42,17033,6.72,13.44,32
