InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
565901,85099B,JUMBO BAG RED FOX,100,9/23/16,1.79,13798
565915,85099B,JUMBO BAG RED FOX,5,9/23/16,2.08,15752
565915,23203,FARM ANIMAL DOILEY PATTERNS,5,9/23/16,2.08,15752
565916,47566,OWL PARTY BUNTING,4,9/23/16,4.95,14156
565920,47566,OWL PARTY BUNTING,4,9/24/16,4.95,15298
565920,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/24/16,2.95,15298
565931,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/24/16,4.25,12683
565932,23203,FARM ANIMAL DOILEY PATTERNS,3,9/24/16,2.08,16418
565932,23203,FARM ANIMAL DOILEY PATTERNS,1,9/24/16,2.08,16418
565934,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/24/16,0.55,18222
565967,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/24/16,0.55,14646
565971,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,3,9/24/16,2.95,13571
565971,22910,JIGSAW PUPPY AND BIRDHOUSE,3,9/24/16,2.95,13571
565971,23203,FARM ANIMAL DOILEY PATTERNS,3,9/24/16,2.08,13571
565971,85099B,JUMBO BAG RED FOX,3,9/24/16,2.08,13571
565990,85099B,JUMBO BAG RED FOX,20,9/24/16,2.08,13577
565990,23203,FARM ANIMAL DOILEY PATTERNS,10,9/24/16,2.08,13577
565995,22960,JAM MAKING SET WITH JARS BALD EAGLE,2,9/24/16,4.25,16076
565995,22382,LUNCH BAG SPACECHIMP DESIGN ,2,9/24/16,1.65,16076
566008,85099B,JUMBO BAG RED FOX,2,9/24/16,2.08,16426
566013,23203,FARM ANIMAL DOILEY PATTERNS,20,9/24/16,2.08,17004
566016,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/24/16,0.55,15144
566017,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/24/16,1.65,13330
566018,22577,WOODEN HEART PAWPRINT,1,9/24/16,0.85,13137
566018,22577,WOODEN HEART PAWPRINT,5,9/24/16,0.85,13137
566018,23203,FARM ANIMAL DOILEY PATTERNS,4,9/24/16,2.08,13137
566018,85099B,JUMBO BAG RED FOX,2,9/24/16,2.08,13137
566024,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/24/16,4.95,13871
566024,85099B,JUMBO BAG RED FOX,10,9/24/16,2.08,13871
566024,23203,FARM ANIMAL DOILEY PATTERNS,10,9/24/16,2.08,13871
566035,23203,FARM ANIMAL DOILEY PATTERNS,10,9/24/16,2.08,12839
566039,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/24/16,12.75,14223
566040,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/24/16,12.75,12540
566041,21212,PACK OF 72 LADYBUG CAKE CASES,48,9/24/16,0.55,13814
566042,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,1,9/24/16,4.95,17811
566048,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/24/16,4.25,16558
566048,23203,FARM ANIMAL DOILEY PATTERNS,10,9/24/16,2.08,16558
566049,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/24/16,4.95,15730
566050,22423,REGENCY CAKESTAND 3 TIER RHINO,16,9/24/16,10.95,13854
566053,22960,JAM MAKING SET WITH JARS BALD EAGLE,3,9/24/16,4.25,14410
566053,21175,SEEYA LATER ALLIGATOR METAL SIGN,1,9/24/16,2.55,14410
566053,21212,PACK OF 72 LADYBUG CAKE CASES,2,9/24/16,0.55,14410
566054,22382,LUNCH BAG SPACECHIMP DESIGN ,20,9/24/16,1.65,12592
566073,47566,OWL PARTY BUNTING,4,9/24/16,4.95,14562
566081,47566,OWL PARTY BUNTING,4,9/25/16,4.95,16293
566085,22382,LUNCH BAG SPACECHIMP DESIGN ,1,9/25/16,1.65,17841
566087,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/25/16,4.25,13319
566089,21175,SEEYA LATER ALLIGATOR METAL SIGN,96,9/25/16,2.08,14062
566123,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/25/16,12.75,15039
566163,21080,SET/20 DOLPHIN PAPER NAPKINS ,12,9/25/16,0.85,12637
566163,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/25/16,1.65,12637
566172,23203,FARM ANIMAL DOILEY PATTERNS,20,9/25/16,2.08,17001
566172,85099B,JUMBO BAG RED FOX,20,9/25/16,2.08,17001
566190,47566,OWL PARTY BUNTING,1,9/25/16,4.95,12748
566191,23203,FARM ANIMAL DOILEY PATTERNS,10,9/25/16,2.08,14388
566191,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/25/16,12.75,14388
566193,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,6,9/25/16,4.95,14961
566193,21080,SET/20 DOLPHIN PAPER NAPKINS ,12,9/25/16,0.85,14961
566193,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/25/16,0.55,14961
566193,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/25/16,12.75,14961
566194,21212,PACK OF 72 LADYBUG CAKE CASES,1,9/25/16,0.55,14711
566194,84596B,TIGER MIX DESIGN ORANGE BOWL,1,9/25/16,0.42,14711
566195,84596F,STARFISH SOAP DISH,16,9/25/16,0.42,12433
566195,84596B,TIGER MIX DESIGN ORANGE BOWL,16,9/25/16,0.42,12433
566195,21212,PACK OF 72 LADYBUG CAKE CASES,120,9/25/16,0.42,12433
566195,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,16,9/25/16,4.25,12433
566199,85099B,JUMBO BAG RED FOX,30,9/25/16,2.08,14824
566200,22577,WOODEN HEART PAWPRINT,2,9/25/16,0.85,16910
566202,47566,OWL PARTY BUNTING,2,9/25/16,4.95,15652
566203,23203,FARM ANIMAL DOILEY PATTERNS,1,9/25/16,2.08,16362
566213,22910,JIGSAW PUPPY AND BIRDHOUSE,18,9/25/16,2.95,14895
566213,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,18,9/25/16,2.95,14895
566217,84596F,STARFISH SOAP DISH,1,9/25/16,0.83,14096
566217,22577,WOODEN HEART PAWPRINT,1,9/25/16,1.63,14096
566219,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/25/16,2.55,17426
566219,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/25/16,4.95,17426
566219,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/25/16,0.55,17426
566219,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/25/16,2.95,17426
566227,21080,SET/20 DOLPHIN PAPER NAPKINS ,96,9/27/16,0.72,14258
566230,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/27/16,0.55,15159
566233,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/27/16,4.95,12635
566234,21175,SEEYA LATER ALLIGATOR METAL SIGN,2,9/27/16,2.55,15035
566236,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/27/16,12.75,16384
566238,23203,FARM ANIMAL DOILEY PATTERNS,1,9/27/16,2.08,17377
566239,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/27/16,2.55,14665
566240,85099B,JUMBO BAG RED FOX,1,9/27/16,2.08,14508
566240,21080,SET/20 DOLPHIN PAPER NAPKINS ,1,9/27/16,0.85,14508
566240,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/27/16,12.75,14508
566247,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,32,9/27/16,4.25,16107
566247,47566,OWL PARTY BUNTING,20,9/27/16,4.95,16107
566248,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/27/16,4.95,13272
566254,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/27/16,4.25,13993
566255,22423,REGENCY CAKESTAND 3 TIER RHINO,16,9/27/16,10.95,13324
566257,22423,REGENCY CAKESTAND 3 TIER RHINO,32,9/27/16,10.95,13324
566258,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/27/16,1.65,13124
566258,22423,REGENCY CAKESTAND 3 TIER RHINO,3,9/27/16,12.75,13124
566258,23203,FARM ANIMAL DOILEY PATTERNS,3,9/27/16,2.08,13124
566259,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,120,9/27/16,2.55,17317
566260,21212,PACK OF 72 LADYBUG CAKE CASES,120,9/27/16,0.42,14212
566261,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/27/16,4.95,13372
566261,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/27/16,12.75,13372
566262,85099B,JUMBO BAG RED FOX,30,9/27/16,2.08,15527
566262,22423,REGENCY CAKESTAND 3 TIER RHINO,6,9/27/16,12.75,15527
566266,47566,OWL PARTY BUNTING,2,9/27/16,4.95,17299
566267,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/27/16,0.55,12647
566270,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/27/16,2.95,16523
566271,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/27/16,2.55,14250
566271,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/27/16,4.95,14250
566271,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/27/16,4.25,14250
566271,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/27/16,2.95,14250
566273,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/27/16,4.95,14720
566274,21080,SET/20 DOLPHIN PAPER NAPKINS ,1,9/27/16,0.85,13884
566274,21175,SEEYA LATER ALLIGATOR METAL SIGN,4,9/27/16,2.55,13884
566278,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/27/16,12.75,13614
566278,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/27/16,2.95,13614
566279,47566,OWL PARTY BUNTING,2,9/27/16,4.95,14432
566281,22910,JIGSAW PUPPY AND BIRDHOUSE,10,9/27/16,2.95,12748
566281,21175,SEEYA LATER ALLIGATOR METAL SIGN,5,9/27/16,2.55,12748
566281,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,15,9/27/16,2.95,12748
566281,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,2,9/27/16,4.95,12748
566281,23203,FARM ANIMAL DOILEY PATTERNS,11,9/27/16,2.08,12748
566282,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,40,9/27/16,2.55,15782
566283,84596B,TIGER MIX DESIGN ORANGE BOWL,8,9/27/16,0.42,17838
566283,22960,JAM MAKING SET WITH JARS BALD EAGLE,4,9/27/16,4.25,17838
566284,23203,FARM ANIMAL DOILEY PATTERNS,10,9/27/16,2.08,14825
566284,85099B,JUMBO BAG RED FOX,10,9/27/16,2.08,14825
566284,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,12,9/27/16,2.95,14825
566286,85099B,JUMBO BAG RED FOX,10,9/27/16,2.08,14057
566287,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/27/16,12.75,17218
566288,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/27/16,4.95,12883
566290,47566,OWL PARTY BUNTING,1,9/27/16,4.95,14456
566290,85099B,JUMBO BAG RED FOX,2,9/27/16,2.08,14456
566290,23203,FARM ANIMAL DOILEY PATTERNS,2,9/27/16,2.08,14456
566290,22382,LUNCH BAG SPACECHIMP DESIGN ,1,9/27/16,1.65,14456
566290,21080,SET/20 DOLPHIN PAPER NAPKINS ,2,9/27/16,0.85,14456
566291,21175,SEEYA LATER ALLIGATOR METAL SIGN,1,9/27/16,2.55,12965
566291,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,2,9/27/16,4.95,12965
566292,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,6,9/27/16,4.95,13381
566294,47566,OWL PARTY BUNTING,2,9/27/16,4.95,15533
566295,84596B,TIGER MIX DESIGN ORANGE BOWL,48,9/27/16,0.42,15547
566295,84596F,STARFISH SOAP DISH,24,9/27/16,0.42,15547
566298,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/27/16,12.75,14030
566299,22910,JIGSAW PUPPY AND BIRDHOUSE,12,9/27/16,2.95,16871
566299,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,12,9/27/16,2.95,16871
566300,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/27/16,2.55,18215
566301,22960,JAM MAKING SET WITH JARS BALD EAGLE,1,9/27/16,4.25,16474
566304,22577,WOODEN HEART PAWPRINT,12,9/28/16,0.85,18158
566304,85099B,JUMBO BAG RED FOX,10,9/28/16,2.08,18158
566305,23203,FARM ANIMAL DOILEY PATTERNS,10,9/28/16,2.08,14110
566307,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/28/16,2.95,14307
566308,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/28/16,12.75,15865
566312,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/28/16,4.95,16150
566317,23203,FARM ANIMAL DOILEY PATTERNS,10,9/28/16,2.08,13375
566317,22423,REGENCY CAKESTAND 3 TIER RHINO,3,9/28/16,12.75,13375
566317,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/28/16,2.55,13375
566317,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,40,9/28/16,2.55,13375
566318,85099B,JUMBO BAG RED FOX,10,9/28/16,2.08,15971
566319,22423,REGENCY CAKESTAND 3 TIER RHINO,6,9/28/16,12.75,13431
566319,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,24,9/28/16,2.95,13431
566320,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/28/16,2.95,13983
566326,22423,REGENCY CAKESTAND 3 TIER RHINO,16,9/28/16,10.95,16211
566326,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,6,9/28/16,4.95,16211
566326,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/28/16,4.25,16211
566334,21080,SET/20 DOLPHIN PAPER NAPKINS ,96,9/28/16,0.72,13798
566345,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,3,9/28/16,2.95,17685
566345,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/28/16,1.65,17685
566345,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,5,9/28/16,2.95,17685
566393,47566,OWL PARTY BUNTING,10,9/28/16,4.95,13269
566394,23203,FARM ANIMAL DOILEY PATTERNS,10,9/28/16,2.08,13650
566395,22423,REGENCY CAKESTAND 3 TIER RHINO,16,9/28/16,10.95,14952
566396,22423,REGENCY CAKESTAND 3 TIER RHINO,6,9/28/16,12.75,14292
566397,21080,SET/20 DOLPHIN PAPER NAPKINS ,1,9/28/16,0.85,17811
566398,85099B,JUMBO BAG RED FOX,10,9/28/16,2.08,12884
566400,22577,WOODEN HEART PAWPRINT,12,9/28/16,0.85,17139
566400,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/28/16,2.95,17139
566400,23203,FARM ANIMAL DOILEY PATTERNS,10,9/28/16,2.08,17139
566400,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/28/16,1.65,17139
566400,85099B,JUMBO BAG RED FOX,10,9/28/16,2.08,17139
566400,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/28/16,4.25,17139
566400,22423,REGENCY CAKESTAND 3 TIER RHINO,4,9/28/16,12.75,17139
566403,47566,OWL PARTY BUNTING,4,9/28/16,4.95,16985
566405,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,24,9/28/16,2.95,17919
566405,22910,JIGSAW PUPPY AND BIRDHOUSE,24,9/28/16,2.95,17919
566408,47566,OWL PARTY BUNTING,2,9/28/16,4.95,16984
566408,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/28/16,12.75,16984
566408,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/28/16,12.75,16984
566420,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,2,9/28/16,2.95,16360
566420,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,2,9/28/16,2.95,16360
566424,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/28/16,1.65,13309
566425,85099B,JUMBO BAG RED FOX,20,9/28/16,2.08,16458
566431,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/28/16,2.95,18180
566431,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/28/16,2.95,18180
566438,47566,OWL PARTY BUNTING,2,9/28/16,4.95,15996
566440,85099B,JUMBO BAG RED FOX,10,9/28/16,2.08,15755
566441,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/28/16,4.95,17719
566444,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/28/16,4.95,14020
566450,23203,FARM ANIMAL DOILEY PATTERNS,10,9/28/16,2.08,15673
566451,23203,FARM ANIMAL DOILEY PATTERNS,1,9/28/16,2.08,18069
566451,85099B,JUMBO BAG RED FOX,2,9/28/16,2.08,18069
566477,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/29/16,12.75,14359
566480,84596B,TIGER MIX DESIGN ORANGE BOWL,16,9/29/16,0.42,16451
566480,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/29/16,2.95,16451
566482,85099B,JUMBO BAG RED FOX,10,9/29/16,2.08,16609
566482,23203,FARM ANIMAL DOILEY PATTERNS,20,9/29/16,2.08,16609
566482,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/29/16,1.65,16609
566484,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/29/16,0.55,13880
566487,21212,PACK OF 72 LADYBUG CAKE CASES,120,9/29/16,0.42,16422
566488,22423,REGENCY CAKESTAND 3 TIER RHINO,4,9/29/16,12.75,12940
566488,47566,OWL PARTY BUNTING,4,9/29/16,4.95,12940
566489,22910,JIGSAW PUPPY AND BIRDHOUSE,1,9/29/16,2.95,16814
566489,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,4,9/29/16,4.95,16814
566495,21212,PACK OF 72 LADYBUG CAKE CASES,3,9/29/16,0.55,15529
566495,84596B,TIGER MIX DESIGN ORANGE BOWL,4,9/29/16,0.42,15529
566495,22382,LUNCH BAG SPACECHIMP DESIGN ,6,9/29/16,1.65,15529
566518,85099B,JUMBO BAG RED FOX,2,9/29/16,2.08,17779
566520,47566,OWL PARTY BUNTING,2,9/29/16,4.95,17757
566537,22423,REGENCY CAKESTAND 3 TIER RHINO,6,9/29/16,12.75,13767
566539,22382,LUNCH BAG SPACECHIMP DESIGN ,2,9/29/16,1.65,17228
566554,23203,FARM ANIMAL DOILEY PATTERNS,20,9/29/16,2.08,13136
566554,22423,REGENCY CAKESTAND 3 TIER RHINO,4,9/29/16,12.75,13136
566554,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/29/16,2.55,13136
566554,47566,OWL PARTY BUNTING,4,9/29/16,4.95,13136
566557,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,120,9/29/16,2.55,14646
566557,22960,JAM MAKING SET WITH JARS BALD EAGLE,36,9/29/16,3.75,14646
566559,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/29/16,12.75,18044
566560,23203,FARM ANIMAL DOILEY PATTERNS,8,9/29/16,2.08,17092
566561,85099B,JUMBO BAG RED FOX,10,9/29/16,2.08,18145
566561,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/29/16,1.65,18145
566561,22960,JAM MAKING SET WITH JARS BALD EAGLE,12,9/29/16,3.75,18145
566561,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/29/16,4.95,18145
566561,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/29/16,0.55,18145
566562,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/29/16,2.95,17365
566564,22382,LUNCH BAG SPACECHIMP DESIGN ,2,9/29/16,1.65,15522
566566,22960,JAM MAKING SET WITH JARS BALD EAGLE,1,9/29/16,8.29,14096
566566,84596B,TIGER MIX DESIGN ORANGE BOWL,3,9/29/16,0.83,14096
566566,84596F,STARFISH SOAP DISH,5,9/29/16,0.83,14096
566566,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,2,9/29/16,5.79,14096
566567,23203,FARM ANIMAL DOILEY PATTERNS,10,9/29/16,2.08,16161
566567,22577,WOODEN HEART PAWPRINT,12,9/29/16,0.85,16161
566571,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/29/16,4.25,17037
566571,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,3,9/29/16,4.95,17037
566571,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/29/16,2.95,17037
566571,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/29/16,2.55,17037
566571,23203,FARM ANIMAL DOILEY PATTERNS,10,9/29/16,2.08,17037
566571,85099B,JUMBO BAG RED FOX,10,9/29/16,2.08,17037
566575,47566,OWL PARTY BUNTING,50,9/29/16,4.15,17133
566576,85099B,JUMBO BAG RED FOX,100,9/29/16,1.79,13098
566576,23203,FARM ANIMAL DOILEY PATTERNS,100,9/29/16,1.79,13098
566576,22423,REGENCY CAKESTAND 3 TIER RHINO,32,9/29/16,10.95,13098
566580,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,12,9/29/16,2.95,12822
566581,22910,JIGSAW PUPPY AND BIRDHOUSE,2,9/29/16,2.95,16081
566581,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,2,9/29/16,2.95,16081
566581,21175,SEEYA LATER ALLIGATOR METAL SIGN,5,9/29/16,2.55,16081
566581,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/29/16,12.75,16081
566581,22577,WOODEN HEART PAWPRINT,20,9/29/16,0.85,16081
566583,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/29/16,12.75,15343
566585,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/29/16,12.75,16409
566585,21175,SEEYA LATER ALLIGATOR METAL SIGN,12,9/29/16,2.55,16409
566589,85099B,JUMBO BAG RED FOX,10,9/29/16,2.08,14753
566589,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,12,9/29/16,2.95,14753
566591,23203,FARM ANIMAL DOILEY PATTERNS,10,9/29/16,2.08,16036
566595,21212,PACK OF 72 LADYBUG CAKE CASES,600,9/29/16,0.42,18251
566599,22382,LUNCH BAG SPACECHIMP DESIGN ,2,9/29/16,1.65,15998
566599,21080,SET/20 DOLPHIN PAPER NAPKINS ,8,9/29/16,0.85,15998
566599,22423,REGENCY CAKESTAND 3 TIER RHINO,2,9/29/16,12.75,15998
566600,47566,OWL PARTY BUNTING,8,9/29/16,4.95,13704
566600,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/29/16,0.55,13704
566601,85099B,JUMBO BAG RED FOX,1,9/29/16,2.08,16469
566601,22423,REGENCY CAKESTAND 3 TIER RHINO,1,9/29/16,12.75,16469
566604,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,3,9/29/16,2.95,16279
566604,22910,JIGSAW PUPPY AND BIRDHOUSE,3,9/29/16,2.95,16279
566604,23203,FARM ANIMAL DOILEY PATTERNS,10,9/29/16,2.08,16279
566605,84596F,STARFISH SOAP DISH,2,9/29/16,0.42,13263
566605,84596B,TIGER MIX DESIGN ORANGE BOWL,2,9/29/16,0.42,13263
566605,22382,LUNCH BAG SPACECHIMP DESIGN ,2,9/29/16,1.65,13263
566605,21175,SEEYA LATER ALLIGATOR METAL SIGN,2,9/29/16,2.55,13263
566607,21080,SET/20 DOLPHIN PAPER NAPKINS ,20,9/29/16,0.85,13032
566607,47566,OWL PARTY BUNTING,3,9/29/16,4.95,13032
566612,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,8,9/29/16,2.95,16229
566616,47566,OWL PARTY BUNTING,4,9/30/16,4.95,12895
566616,21212,PACK OF 72 LADYBUG CAKE CASES,24,9/30/16,0.55,12895
566617,22423,REGENCY CAKESTAND 3 TIER RHINO,16,9/30/16,10.95,18092
566624,47566,OWL PARTY BUNTING,8,9/30/16,4.95,17315
566627,22382,LUNCH BAG SPACECHIMP DESIGN ,20,9/30/16,1.65,18229
566629,23203,FARM ANIMAL DOILEY PATTERNS,20,9/30/16,2.08,15622
566629,22910,JIGSAW PUPPY AND BIRDHOUSE,12,9/30/16,2.95,15622
566630,22577,WOODEN HEART PAWPRINT,12,9/30/16,0.85,12971
566634,21175,SEEYA LATER ALLIGATOR METAL SIGN,48,9/30/16,2.08,13183
566647,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,1,9/30/16,2.95,18001
566647,21212,PACK OF 72 LADYBUG CAKE CASES,1,9/30/16,0.55,18001
566647,21080,SET/20 DOLPHIN PAPER NAPKINS ,1,9/30/16,0.85,18001
566648,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/30/16,2.95,14198
566648,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/30/16,2.95,14198
566649,21175,SEEYA LATER ALLIGATOR METAL SIGN,24,9/30/16,2.55,18173
566649,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,12,9/30/16,2.95,18173
566649,22910,JIGSAW PUPPY AND BIRDHOUSE,12,9/30/16,2.95,18173
566669,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/30/16,2.95,18065
566669,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/30/16,1.65,18065
566674,22910,JIGSAW PUPPY AND BIRDHOUSE,6,9/30/16,2.95,15105
566674,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/30/16,4.25,15105
566708,22910,JIGSAW PUPPY AND BIRDHOUSE,40,9/30/16,2.55,13078
566713,22960,JAM MAKING SET WITH JARS BALD EAGLE,12,9/30/16,3.75,15933
566713,47566,OWL PARTY BUNTING,4,9/30/16,4.95,15933
566720,22423,REGENCY CAKESTAND 3 TIER RHINO,4,9/30/16,12.75,13634
566720,21175,SEEYA LATER ALLIGATOR METAL SIGN,2,9/30/16,2.55,13634
566720,85099B,JUMBO BAG RED FOX,1,9/30/16,2.08,13634
566721,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/30/16,2.95,12921
566722,22960,JAM MAKING SET WITH JARS BALD EAGLE,12,9/30/16,3.75,13408
566724,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/30/16,4.25,14284
566724,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,6,9/30/16,2.95,14284
566731,47566,OWL PARTY BUNTING,1,9/30/16,4.95,17883
566732,23203,FARM ANIMAL DOILEY PATTERNS,10,9/30/16,2.08,17716
566732,22086,PAPER CHAIN KIT REINDEER CHRISTMAS ,12,9/30/16,2.95,17716
566733,22960,JAM MAKING SET WITH JARS BALD EAGLE,6,9/30/16,4.25,15103
566733,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,6,9/30/16,4.95,15103
566734,21212,PACK OF 72 LADYBUG CAKE CASES,1,9/30/16,0.55,16910
566734,22960,JAM MAKING SET WITH JARS BALD EAGLE,1,9/30/16,4.25,16910
566735,21212,PACK OF 72 LADYBUG CAKE CASES,4,9/30/16,0.55,15707
566736,21080,SET/20 DOLPHIN PAPER NAPKINS ,24,9/30/16,0.85,12726
566738,47566,OWL PARTY BUNTING,8,9/30/16,4.95,14110
566740,84596B,TIGER MIX DESIGN ORANGE BOWL,16,9/30/16,0.42,17033
566740,84596F,STARFISH SOAP DISH,16,9/30/16,0.42,17033
566756,22382,LUNCH BAG SPACECHIMP DESIGN ,10,9/30/16,1.65,12457
566760,22720,SET OF 3 CAKE TINS LEOPARD DESIGN ,2,9/30/16,4.95,15272
566770,22423,REGENCY CAKESTAND 3 TIER RHINO,4,10/1/16,12.75,15304
566771,47566,OWL PARTY BUNTING,4,10/1/16,4.95,15322
